Perido,Industria,Departamento,Cargo,Región,Sueldo_Min,Sueldo_Max
2025-Q1,"Gas, Petróleo y Minería",HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,NOA,4165778.546875,6304962.125
2025-Q1,"Gas, Petróleo y Minería",HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Patagonia,6126144.921875,9272003.125
2025-Q1,IT,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Buenos Aires,4106172.8125,6334102.70625
2025-Q1,IT,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Cuyo,3613432.075,5574010.3815
2025-Q1,IT,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Litoral,3695555.53125,5700692.435625
2025-Q1,IT,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,NEA,3387592.5703125,5225634.73265625
2025-Q1,IT,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,NOA,3490246.890625,5383987.3003125
2025-Q1,IT,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Patagonia,5132716.015625,7917628.3828125
2025-Q1,Lab & Pharma,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Buenos Aires,4614637.5,6702333.68749999
2025-Q1,Lab & Pharma,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Cuyo,4060881,5898053.64499999
2025-Q1,Lab & Pharma,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Litoral,4153173.75,6032100.31874999
2025-Q1,Lab & Pharma,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,NEA,3807075.9375,5529425.29218749
2025-Q1,Lab & Pharma,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,NOA,3922441.875,5696983.63437499
2025-Q1,Lab & Pharma,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Patagonia,5768296.875,8377917.10937499
2025-Q1,Manufactura,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Buenos Aires,3648150,5962638
2025-Q1,Manufactura,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Cuyo,3210372,5247121.44
2025-Q1,Manufactura,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Litoral,3283335,5366374.2
2025-Q1,Manufactura,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,NEA,3009723.75,4919176.35
2025-Q1,Manufactura,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,NOA,3100927.5,5068242.3
2025-Q1,Manufactura,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Patagonia,4560187.5,7453297.5
2025-Q1,Retail & Comercio,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Buenos Aires,3647787,5960581
2025-Q1,Retail & Comercio,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Cuyo,3210052.56,5245311.28
2025-Q1,Retail & Comercio,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Litoral,3283008.3,5364522.9
2025-Q1,Retail & Comercio,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,NEA,3009424.275,4917479.325
2025-Q1,Retail & Comercio,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,NOA,3100618.95,5066493.85
2025-Q1,Retail & Comercio,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Patagonia,4559733.75,7450726.25
2025-Q1,Servicios,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Buenos Aires,3647787,5960581
2025-Q1,Servicios,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Cuyo,3210052.56,5245311.28
2025-Q1,Servicios,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Litoral,3283008.3,5364522.9
2025-Q1,Servicios,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,NEA,3009424.275,4917479.325
2025-Q1,Servicios,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,NOA,3100618.95,5066493.85
2025-Q1,Servicios,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Patagonia,4559733.75,7450726.25
2025-Q1,Transporte y logística,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Buenos Aires,3647787,5960581
2025-Q1,Transporte y logística,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Cuyo,3210052.56,5245311.28
2025-Q1,Transporte y logística,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Litoral,3283008.3,5364522.9
2025-Q1,Transporte y logística,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,NEA,3009424.275,4917479.325
2025-Q1,Transporte y logística,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,NOA,3100618.95,5066493.85
2025-Q1,Transporte y logística,HIGIENE Y SEGURIDAD IND.,Jefe de Seguridad e Higiene,Patagonia,4559733.75,7450726.25
2025-Q1,Automotriz,RRHH,Analista de Recursos Humanos,Buenos Aires,1881913,2597809.5
2025-Q1,Automotriz,RRHH,Analista de Recursos Humanos,Cuyo,1656083.44,2286072.36
2025-Q1,Automotriz,RRHH,Analista de Recursos Humanos,Litoral,1731359.96,2389984.74
2025-Q1,Automotriz,RRHH,Analista de Recursos Humanos,NEA,1552578.225,2143192.8375
2025-Q1,Automotriz,RRHH,Analista de Recursos Humanos,NOA,1599626.05,2208138.075
2025-Q1,Automotriz,RRHH,Analista de Recursos Humanos,Patagonia,2352391.25,3247261.875
2025-Q1,Banca & Serv Financieros,RRHH,Analista de Recursos Humanos,Buenos Aires,1999540.4597676,2734342.67869306
2025-Q1,Banca & Serv Financieros,RRHH,Analista de Recursos Humanos,Cuyo,1759595.60459549,2406221.55724989
2025-Q1,Banca & Serv Financieros,RRHH,Analista de Recursos Humanos,Litoral,1839577.22298619,2515595.26439762
2025-Q1,Banca & Serv Financieros,RRHH,Analista de Recursos Humanos,NEA,1649620.87930827,2255832.70992177
2025-Q1,Banca & Serv Financieros,RRHH,Analista de Recursos Humanos,NOA,1699609.39080246,2324191.2768891
2025-Q1,Banca & Serv Financieros,RRHH,Analista de Recursos Humanos,Patagonia,2499425.5747095,3417928.34836632
2025-Q1,Consumo masivo,RRHH,Analista de Recursos Humanos,Buenos Aires,1764301,2461019
2025-Q1,Consumo masivo,RRHH,Analista de Recursos Humanos,Cuyo,1552584.88,2165696.72
2025-Q1,Consumo masivo,RRHH,Analista de Recursos Humanos,Litoral,1623156.92,2264137.48
2025-Q1,Consumo masivo,RRHH,Analista de Recursos Humanos,NEA,1455548.325,2030340.675
2025-Q1,Consumo masivo,RRHH,Analista de Recursos Humanos,NOA,1499655.85,2091866.15
2025-Q1,Consumo masivo,RRHH,Analista de Recursos Humanos,Patagonia,2205376.25,3076273.75
2025-Q1,"Gas, Petróleo y Minería",RRHH,Analista de Recursos Humanos,Buenos Aires,1764301,2461140
2025-Q1,"Gas, Petróleo y Minería",RRHH,Analista de Recursos Humanos,Cuyo,1552584.88,2165803.2
2025-Q1,"Gas, Petróleo y Minería",RRHH,Analista de Recursos Humanos,Litoral,1623156.92,2264248.8
2025-Q1,"Gas, Petróleo y Minería",RRHH,Analista de Recursos Humanos,NEA,1455548.325,2030440.5
2025-Q1,"Gas, Petróleo y Minería",RRHH,Analista de Recursos Humanos,NOA,1499655.85,2091969
2025-Q1,"Gas, Petróleo y Minería",RRHH,Analista de Recursos Humanos,Patagonia,2205376.25,3076425
2025-Q1,IT,RRHH,Analista de Recursos Humanos,Buenos Aires,2117138.20791514,2871177.32325651
2025-Q1,IT,RRHH,Analista de Recursos Humanos,Cuyo,1863081.62296532,2526636.04446573
2025-Q1,IT,RRHH,Analista de Recursos Humanos,Litoral,1947767.15128193,2641483.13739599
2025-Q1,IT,RRHH,Analista de Recursos Humanos,NEA,1746639.02152999,2368721.29168662
2025-Q1,IT,RRHH,Analista de Recursos Humanos,NOA,1799567.47672787,2440500.72476803
2025-Q1,IT,RRHH,Analista de Recursos Humanos,Patagonia,2646422.75989392,3588971.65407064
2025-Q1,Lab & Pharma,RRHH,Analista de Recursos Humanos,Buenos Aires,1999540.4597676,2734342.67869306
2025-Q1,Lab & Pharma,RRHH,Analista de Recursos Humanos,Cuyo,1759595.60459549,2406221.55724989
2025-Q1,Lab & Pharma,RRHH,Analista de Recursos Humanos,Litoral,1839577.22298619,2515595.26439762
2025-Q1,Lab & Pharma,RRHH,Analista de Recursos Humanos,NEA,1649620.87930827,2255832.70992177
2025-Q1,Lab & Pharma,RRHH,Analista de Recursos Humanos,NOA,1699609.39080246,2324191.2768891
2025-Q1,Lab & Pharma,RRHH,Analista de Recursos Humanos,Patagonia,2499425.5747095,3417928.34836632
2025-Q1,Manufactura,RRHH,Analista de Recursos Humanos,Buenos Aires,2117138.20791514,2871177.32325651
2025-Q1,Manufactura,RRHH,Analista de Recursos Humanos,Cuyo,1863081.62296532,2526636.04446573
2025-Q1,Manufactura,RRHH,Analista de Recursos Humanos,Litoral,1947767.15128193,2641483.13739599
2025-Q1,Manufactura,RRHH,Analista de Recursos Humanos,NEA,1746639.02152999,2368721.29168662
2025-Q1,Manufactura,RRHH,Analista de Recursos Humanos,NOA,1799567.47672787,2440500.72476803
2025-Q1,Manufactura,RRHH,Analista de Recursos Humanos,Patagonia,2646422.75989392,3588971.65407064
2025-Q1,Retail & Comercio,RRHH,Analista de Recursos Humanos,Buenos Aires,1764301,2460934.5244736
2025-Q1,Retail & Comercio,RRHH,Analista de Recursos Humanos,Cuyo,1552584.88,2165622.38153677
2025-Q1,Retail & Comercio,RRHH,Analista de Recursos Humanos,Litoral,1623156.92,2264059.76251571
2025-Q1,Retail & Comercio,RRHH,Analista de Recursos Humanos,NEA,1455548.325,2030270.98269072
2025-Q1,Retail & Comercio,RRHH,Analista de Recursos Humanos,NOA,1499655.85,2091794.34580256
2025-Q1,Retail & Comercio,RRHH,Analista de Recursos Humanos,Patagonia,2205376.25,3076168.155592
2025-Q1,Servicios,RRHH,Analista de Recursos Humanos,Buenos Aires,1764301,2460934.5244736
2025-Q1,Servicios,RRHH,Analista de Recursos Humanos,Cuyo,1552584.88,2165622.38153677
2025-Q1,Servicios,RRHH,Analista de Recursos Humanos,Litoral,1623156.92,2264059.76251571
2025-Q1,Servicios,RRHH,Analista de Recursos Humanos,NEA,1455548.325,2030270.98269072
2025-Q1,Servicios,RRHH,Analista de Recursos Humanos,NOA,1499655.85,2091794.34580256
2025-Q1,Servicios,RRHH,Analista de Recursos Humanos,Patagonia,2205376.25,3076168.155592
2025-Q1,Transporte y logística,RRHH,Analista de Recursos Humanos,Buenos Aires,1761118.7,2454727
2025-Q1,Transporte y logística,RRHH,Analista de Recursos Humanos,Cuyo,1549784.456,2160159.76
2025-Q1,Transporte y logística,RRHH,Analista de Recursos Humanos,Litoral,1620229.204,2258348.84
2025-Q1,Transporte y logística,RRHH,Analista de Recursos Humanos,NEA,1452922.9275,2025149.775
2025-Q1,Transporte y logística,RRHH,Analista de Recursos Humanos,NOA,1496950.895,2086517.95
2025-Q1,Transporte y logística,RRHH,Analista de Recursos Humanos,Patagonia,2201398.375,3068408.75
2025-Q1,Automotriz,RRHH,Director de Recursos Humanos,Buenos Aires,9836356,13286533
2025-Q1,Automotriz,RRHH,Director de Recursos Humanos,Cuyo,8655993.28,11692149.04
2025-Q1,Automotriz,RRHH,Director de Recursos Humanos,Litoral,9049447.52,12223610.36
2025-Q1,Automotriz,RRHH,Director de Recursos Humanos,NEA,8114993.7,10961389.725
2025-Q1,Automotriz,RRHH,Director de Recursos Humanos,NOA,8360902.6,11293553.05
2025-Q1,Automotriz,RRHH,Director de Recursos Humanos,Patagonia,12295445,16608166.25
2025-Q1,Banca & Serv Financieros,RRHH,Director de Recursos Humanos,Buenos Aires,10291288,13643625
2025-Q1,Banca & Serv Financieros,RRHH,Director de Recursos Humanos,Cuyo,9056333.44,12006390
2025-Q1,Banca & Serv Financieros,RRHH,Director de Recursos Humanos,Litoral,9467984.96,12552135
2025-Q1,Banca & Serv Financieros,RRHH,Director de Recursos Humanos,NEA,8490312.6,11255990.625
2025-Q1,Banca & Serv Financieros,RRHH,Director de Recursos Humanos,NOA,8747594.8,11597081.25
2025-Q1,Banca & Serv Financieros,RRHH,Director de Recursos Humanos,Patagonia,12864110,17054531.25
2025-Q1,Consumo masivo,RRHH,Director de Recursos Humanos,Buenos Aires,9147811,12083487
2025-Q1,Consumo masivo,RRHH,Director de Recursos Humanos,Cuyo,8050073.68,10633468.56
2025-Q1,Consumo masivo,RRHH,Director de Recursos Humanos,Litoral,8415986.12,11116808.04
2025-Q1,Consumo masivo,RRHH,Director de Recursos Humanos,NEA,7546944.075,9968876.775
2025-Q1,Consumo masivo,RRHH,Director de Recursos Humanos,NOA,7775639.35,10270963.95
2025-Q1,Consumo masivo,RRHH,Director de Recursos Humanos,Patagonia,11434763.75,15104358.75
2025-Q1,"Gas, Petróleo y Minería",RRHH,Director de Recursos Humanos,Buenos Aires,10291288,13643625
2025-Q1,"Gas, Petróleo y Minería",RRHH,Director de Recursos Humanos,Cuyo,9056333.44,12006390
2025-Q1,"Gas, Petróleo y Minería",RRHH,Director de Recursos Humanos,Litoral,9467984.96,12552135
2025-Q1,"Gas, Petróleo y Minería",RRHH,Director de Recursos Humanos,NEA,8490312.6,11255990.625
2025-Q1,"Gas, Petróleo y Minería",RRHH,Director de Recursos Humanos,NOA,8747594.8,11597081.25
2025-Q1,"Gas, Petróleo y Minería",RRHH,Director de Recursos Humanos,Patagonia,12864110,17054531.25
2025-Q1,IT,RRHH,Director de Recursos Humanos,Buenos Aires,10291288,13643625
2025-Q1,IT,RRHH,Director de Recursos Humanos,Cuyo,9056333.44,12006390
2025-Q1,IT,RRHH,Director de Recursos Humanos,Litoral,9467984.96,12552135
2025-Q1,IT,RRHH,Director de Recursos Humanos,NEA,8490312.6,11255990.625
2025-Q1,IT,RRHH,Director de Recursos Humanos,NOA,8747594.8,11597081.25
2025-Q1,IT,RRHH,Director de Recursos Humanos,Patagonia,12864110,17054531.25
2025-Q1,Lab & Pharma,RRHH,Director de Recursos Humanos,Buenos Aires,10291288,13643625
2025-Q1,Lab & Pharma,RRHH,Director de Recursos Humanos,Cuyo,9056333.44,12006390
2025-Q1,Lab & Pharma,RRHH,Director de Recursos Humanos,Litoral,9467984.96,12552135
2025-Q1,Lab & Pharma,RRHH,Director de Recursos Humanos,NEA,8490312.6,11255990.625
2025-Q1,Lab & Pharma,RRHH,Director de Recursos Humanos,NOA,8747594.8,11597081.25
2025-Q1,Lab & Pharma,RRHH,Director de Recursos Humanos,Patagonia,12864110,17054531.25
2025-Q1,Manufactura,RRHH,Director de Recursos Humanos,Buenos Aires,9836356,13286533
2025-Q1,Manufactura,RRHH,Director de Recursos Humanos,Cuyo,8655993.28,11692149.04
2025-Q1,Manufactura,RRHH,Director de Recursos Humanos,Litoral,9049447.52,12223610.36
2025-Q1,Manufactura,RRHH,Director de Recursos Humanos,NEA,8114993.7,10961389.725
2025-Q1,Manufactura,RRHH,Director de Recursos Humanos,NOA,8360902.6,11293553.05
2025-Q1,Manufactura,RRHH,Director de Recursos Humanos,Patagonia,12295445,16608166.25
2025-Q1,Retail & Comercio,RRHH,Director de Recursos Humanos,Buenos Aires,9147759,12083498
2025-Q1,Retail & Comercio,RRHH,Director de Recursos Humanos,Cuyo,8050027.92,10633478.24
2025-Q1,Retail & Comercio,RRHH,Director de Recursos Humanos,Litoral,8415938.28,11116818.16
2025-Q1,Retail & Comercio,RRHH,Director de Recursos Humanos,NEA,7546901.175,9968885.85
2025-Q1,Retail & Comercio,RRHH,Director de Recursos Humanos,NOA,7775595.15,10270973.3
2025-Q1,Retail & Comercio,RRHH,Director de Recursos Humanos,Patagonia,11434698.75,15104372.5
2025-Q1,Servicios,RRHH,Director de Recursos Humanos,Buenos Aires,9147759,12083498
2025-Q1,Servicios,RRHH,Director de Recursos Humanos,Cuyo,8050027.92,10633478.24
2025-Q1,Servicios,RRHH,Director de Recursos Humanos,Litoral,8415938.28,11116818.16
2025-Q1,Servicios,RRHH,Director de Recursos Humanos,NEA,7546901.175,9968885.85
2025-Q1,Servicios,RRHH,Director de Recursos Humanos,NOA,7775595.15,10270973.3
2025-Q1,Servicios,RRHH,Director de Recursos Humanos,Patagonia,11434698.75,15104372.5
2025-Q1,Transporte y logística,RRHH,Director de Recursos Humanos,Buenos Aires,8690371,11479323
2025-Q1,Transporte y logística,RRHH,Director de Recursos Humanos,Cuyo,7647526.48,10101804.24
2025-Q1,Transporte y logística,RRHH,Director de Recursos Humanos,Litoral,7995141.32,10560977.16
2025-Q1,Transporte y logística,RRHH,Director de Recursos Humanos,NEA,7169556.075,9470441.475
2025-Q1,Transporte y logística,RRHH,Director de Recursos Humanos,NOA,7386815.35,9757424.55
2025-Q1,Transporte y logística,RRHH,Director de Recursos Humanos,Patagonia,10862963.75,14349153.75
2025-Q1,Automotriz,RRHH,Gerente de Recursos Humanos,Buenos Aires,4768532.68813189,6383522.18524845
2025-Q1,Automotriz,RRHH,Gerente de Recursos Humanos,Cuyo,4196308.76555606,5617499.52301864
2025-Q1,Automotriz,RRHH,Gerente de Recursos Humanos,Litoral,4387050.07308134,5872840.41042857
2025-Q1,Automotriz,RRHH,Gerente de Recursos Humanos,NEA,3934039.46770881,5266405.80282997
2025-Q1,Automotriz,RRHH,Gerente de Recursos Humanos,NOA,4053252.78491211,5425993.85746118
2025-Q1,Automotriz,RRHH,Gerente de Recursos Humanos,Patagonia,5960665.86016486,7979402.73156056
2025-Q1,Banca & Serv Financieros,RRHH,Gerente de Recursos Humanos,Buenos Aires,5227015.7870311,6888798.76782615
2025-Q1,Banca & Serv Financieros,RRHH,Gerente de Recursos Humanos,Cuyo,4599773.89258737,6062142.91568701
2025-Q1,Banca & Serv Financieros,RRHH,Gerente de Recursos Humanos,Litoral,4808854.52406861,6337694.86640006
2025-Q1,Banca & Serv Financieros,RRHH,Gerente de Recursos Humanos,NEA,4312288.02430066,5683258.98345657
2025-Q1,Banca & Serv Financieros,RRHH,Gerente de Recursos Humanos,NOA,4442963.41897644,5855478.95265223
2025-Q1,Banca & Serv Financieros,RRHH,Gerente de Recursos Humanos,Patagonia,6533769.73378887,8610998.45978269
2025-Q1,Consumo masivo,RRHH,Gerente de Recursos Humanos,Buenos Aires,4539350.46514392,6555937.3
2025-Q1,Consumo masivo,RRHH,Gerente de Recursos Humanos,Cuyo,3994628.40932665,5769224.824
2025-Q1,Consumo masivo,RRHH,Gerente de Recursos Humanos,Litoral,4176202.42793241,6031462.316
2025-Q1,Consumo masivo,RRHH,Gerente de Recursos Humanos,NEA,3744964.13374373,5408648.2725
2025-Q1,Consumo masivo,RRHH,Gerente de Recursos Humanos,NOA,3858447.89537233,5572546.705
2025-Q1,Consumo masivo,RRHH,Gerente de Recursos Humanos,Patagonia,5674188.0814299,8194921.625
2025-Q1,"Gas, Petróleo y Minería",RRHH,Gerente de Recursos Humanos,Buenos Aires,4917629.66781747,6555937.3
2025-Q1,"Gas, Petróleo y Minería",RRHH,Gerente de Recursos Humanos,Cuyo,4327514.10767937,5769224.824
2025-Q1,"Gas, Petróleo y Minería",RRHH,Gerente de Recursos Humanos,Litoral,4524219.29439207,6031462.316
2025-Q1,"Gas, Petróleo y Minería",RRHH,Gerente de Recursos Humanos,NEA,4057044.47594941,5408648.2725
2025-Q1,"Gas, Petróleo y Minería",RRHH,Gerente de Recursos Humanos,NOA,4179985.21764485,5572546.705
2025-Q1,"Gas, Petróleo y Minería",RRHH,Gerente de Recursos Humanos,Patagonia,6147037.08477184,8194921.625
2025-Q1,IT,RRHH,Gerente de Recursos Humanos,Buenos Aires,5227015.7870311,7418706.36407965
2025-Q1,IT,RRHH,Gerente de Recursos Humanos,Cuyo,4599773.89258737,6528461.60039009
2025-Q1,IT,RRHH,Gerente de Recursos Humanos,Litoral,4808854.52406861,6825209.85495328
2025-Q1,IT,RRHH,Gerente de Recursos Humanos,NEA,4312288.02430066,6120432.75036571
2025-Q1,IT,RRHH,Gerente de Recursos Humanos,NOA,4442963.41897644,6305900.4094677
2025-Q1,IT,RRHH,Gerente de Recursos Humanos,Patagonia,6533769.73378887,9273382.95509956
2025-Q1,Lab & Pharma,RRHH,Gerente de Recursos Humanos,Buenos Aires,4814606.42287192,6901455.02316313
2025-Q1,Lab & Pharma,RRHH,Gerente de Recursos Humanos,Cuyo,4236853.65212729,6073280.42038355
2025-Q1,Lab & Pharma,RRHH,Gerente de Recursos Humanos,Litoral,4429437.90904217,6349338.62131008
2025-Q1,Lab & Pharma,RRHH,Gerente de Recursos Humanos,NEA,3972050.29886933,5693700.39410958
2025-Q1,Lab & Pharma,RRHH,Gerente de Recursos Humanos,NOA,4092415.45944113,5866236.76968866
2025-Q1,Lab & Pharma,RRHH,Gerente de Recursos Humanos,Patagonia,6018258.0285899,8626818.77895391
2025-Q1,Manufactura,RRHH,Gerente de Recursos Humanos,Buenos Aires,5227015.7870311,7418706.36407965
2025-Q1,Manufactura,RRHH,Gerente de Recursos Humanos,Cuyo,4599773.89258737,6528461.60039009
2025-Q1,Manufactura,RRHH,Gerente de Recursos Humanos,Litoral,4808854.52406861,6825209.85495328
2025-Q1,Manufactura,RRHH,Gerente de Recursos Humanos,NEA,4312288.02430066,6120432.75036571
2025-Q1,Manufactura,RRHH,Gerente de Recursos Humanos,NOA,4442963.41897644,6305900.4094677
2025-Q1,Manufactura,RRHH,Gerente de Recursos Humanos,Patagonia,6533769.73378887,9273382.95509956
2025-Q1,Retail & Comercio,RRHH,Gerente de Recursos Humanos,Buenos Aires,4917629.66781747,6555937.3
2025-Q1,Retail & Comercio,RRHH,Gerente de Recursos Humanos,Cuyo,4327514.10767937,5769224.824
2025-Q1,Retail & Comercio,RRHH,Gerente de Recursos Humanos,Litoral,4524219.29439207,6031462.316
2025-Q1,Retail & Comercio,RRHH,Gerente de Recursos Humanos,NEA,4057044.47594941,5408648.2725
2025-Q1,Retail & Comercio,RRHH,Gerente de Recursos Humanos,NOA,4179985.21764485,5572546.705
2025-Q1,Retail & Comercio,RRHH,Gerente de Recursos Humanos,Patagonia,6147037.08477184,8194921.625
2025-Q1,Servicios,RRHH,Gerente de Recursos Humanos,Buenos Aires,4768532.68813189,6383522.18524845
2025-Q1,Servicios,RRHH,Gerente de Recursos Humanos,Cuyo,4196308.76555606,5617499.52301864
2025-Q1,Servicios,RRHH,Gerente de Recursos Humanos,Litoral,4387050.07308134,5872840.41042857
2025-Q1,Servicios,RRHH,Gerente de Recursos Humanos,NEA,3934039.46770881,5266405.80282997
2025-Q1,Servicios,RRHH,Gerente de Recursos Humanos,NOA,4053252.78491211,5425993.85746118
2025-Q1,Servicios,RRHH,Gerente de Recursos Humanos,Patagonia,5960665.86016486,7979402.73156056
2025-Q1,Transporte y logística,RRHH,Gerente de Recursos Humanos,Buenos Aires,4935624.13102548,6542309.48979207
2025-Q1,Transporte y logística,RRHH,Gerente de Recursos Humanos,Cuyo,4343349.23530242,5757232.35101702
2025-Q1,Transporte y logística,RRHH,Gerente de Recursos Humanos,Litoral,4540774.20054344,6018924.73060871
2025-Q1,Transporte y logística,RRHH,Gerente de Recursos Humanos,NEA,4071889.90809602,5397405.32907846
2025-Q1,Transporte y logística,RRHH,Gerente de Recursos Humanos,NOA,4195280.51137166,5560963.06632326
2025-Q1,Transporte y logística,RRHH,Gerente de Recursos Humanos,Patagonia,6169530.16378185,8177886.86224009
2025-Q1,Automotriz,RRHH,HRBP Human Resources Business Partner,Buenos Aires,2520694.6659017,3724155.19655357
2025-Q1,Automotriz,RRHH,HRBP Human Resources Business Partner,Cuyo,2218211.3059935,3277256.57296714
2025-Q1,Automotriz,RRHH,HRBP Human Resources Business Partner,Litoral,2319039.09262956,3426222.78082928
2025-Q1,Automotriz,RRHH,HRBP Human Resources Business Partner,NEA,2079573.0993689,3072428.0371567
2025-Q1,Automotriz,RRHH,HRBP Human Resources Business Partner,NOA,2142590.46601644,3165531.91707053
2025-Q1,Automotriz,RRHH,HRBP Human Resources Business Partner,Patagonia,3150868.33237713,4655193.99569196
2025-Q1,Banca & Serv Financieros,RRHH,HRBP Human Resources Business Partner,Buenos Aires,3000852.81934174,4344583.94250139
2025-Q1,Banca & Serv Financieros,RRHH,HRBP Human Resources Business Partner,Cuyo,2640750.48102073,3823233.86940122
2025-Q1,Banca & Serv Financieros,RRHH,HRBP Human Resources Business Partner,Litoral,2760784.5937944,3997017.22710128
2025-Q1,Banca & Serv Financieros,RRHH,HRBP Human Resources Business Partner,NEA,2475703.57595694,3584281.75256365
2025-Q1,Banca & Serv Financieros,RRHH,HRBP Human Resources Business Partner,NOA,2550724.89644048,3692896.35112618
2025-Q1,Banca & Serv Financieros,RRHH,HRBP Human Resources Business Partner,Patagonia,3751066.02417718,5430729.92812674
2025-Q1,Consumo masivo,RRHH,HRBP Human Resources Business Partner,Buenos Aires,2520694.6659017,3724155.19655357
2025-Q1,Consumo masivo,RRHH,HRBP Human Resources Business Partner,Cuyo,2218211.3059935,3277256.57296714
2025-Q1,Consumo masivo,RRHH,HRBP Human Resources Business Partner,Litoral,2319039.09262956,3426222.78082928
2025-Q1,Consumo masivo,RRHH,HRBP Human Resources Business Partner,NEA,2079573.0993689,3072428.0371567
2025-Q1,Consumo masivo,RRHH,HRBP Human Resources Business Partner,NOA,2142590.46601644,3165531.91707053
2025-Q1,Consumo masivo,RRHH,HRBP Human Resources Business Partner,Patagonia,3150868.33237713,4655193.99569196
2025-Q1,"Gas, Petróleo y Minería",RRHH,HRBP Human Resources Business Partner,Buenos Aires,2760773.74262172,3879262.38217955
2025-Q1,"Gas, Petróleo y Minería",RRHH,HRBP Human Resources Business Partner,Cuyo,2429480.89350711,3413750.896318
2025-Q1,"Gas, Petróleo y Minería",RRHH,HRBP Human Resources Business Partner,Litoral,2539911.84321198,3568921.39160519
2025-Q1,"Gas, Petróleo y Minería",RRHH,HRBP Human Resources Business Partner,NEA,2277638.33766292,3200391.46529813
2025-Q1,"Gas, Petróleo y Minería",RRHH,HRBP Human Resources Business Partner,NOA,2346657.68122846,3297373.02485262
2025-Q1,"Gas, Petróleo y Minería",RRHH,HRBP Human Resources Business Partner,Patagonia,3450967.17827715,4849077.97772444
2025-Q1,IT,RRHH,HRBP Human Resources Business Partner,Buenos Aires,3000852.81934174,4344583.94250139
2025-Q1,IT,RRHH,HRBP Human Resources Business Partner,Cuyo,2640750.48102073,3823233.86940122
2025-Q1,IT,RRHH,HRBP Human Resources Business Partner,Litoral,2760784.5937944,3997017.22710128
2025-Q1,IT,RRHH,HRBP Human Resources Business Partner,NEA,2475703.57595694,3584281.75256365
2025-Q1,IT,RRHH,HRBP Human Resources Business Partner,NOA,2550724.89644048,3692896.35112618
2025-Q1,IT,RRHH,HRBP Human Resources Business Partner,Patagonia,3751066.02417718,5430729.92812674
2025-Q1,Lab & Pharma,RRHH,HRBP Human Resources Business Partner,Buenos Aires,2880677.6429866,4189476.75687541
2025-Q1,Lab & Pharma,RRHH,HRBP Human Resources Business Partner,Cuyo,2534996.32582821,3686739.54605036
2025-Q1,Lab & Pharma,RRHH,HRBP Human Resources Business Partner,Litoral,2650223.43154767,3854318.61632538
2025-Q1,Lab & Pharma,RRHH,HRBP Human Resources Business Partner,NEA,2376559.05546394,3456318.32442221
2025-Q1,Lab & Pharma,RRHH,HRBP Human Resources Business Partner,NOA,2448575.99653861,3561055.2433441
